timestamp,soil
2026-06-24 10:06:05,"Soil Moisture Level: 2% 
"
2026-06-24 10:06:06,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:07,"Soil Moisture Level: 2% 
"
2026-06-24 10:06:08,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:09,"Soil Moisture Level: 3% 
"
2026-06-24 10:06:10,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:11,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:12,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:13,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:14,"Soil Moisture Level: 0% 
"
2026-06-24 10:06:15,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:16,"Soil Moisture Level: 2% 
"
2026-06-24 10:06:17,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:18,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:19,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:20,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:21,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:22,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:23,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:24,"Soil Moisture Level: 2% 
"
2026-06-24 10:06:25,"Soil Moisture Level: 2% 
"
2026-06-24 10:06:26,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:27,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:29,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:30,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:31,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:32,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:33,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:34,"Soil Moisture Level: 3% 
"
2026-06-24 10:06:35,"Soil Moisture Level: 0% 
"
2026-06-24 10:06:36,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:37,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:38,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:39,"Soil Moisture Level: 2% 
"
2026-06-24 10:06:40,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:41,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:42,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:43,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:44,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:46,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:47,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:48,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:49,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:50,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:51,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:52,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:53,"Soil Moisture Level: 2% 
"
2026-06-24 10:06:54,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:55,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:56,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:58,"Soil Moisture Level: 1% 
"
2026-06-24 10:06:59,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:00,"Soil Moisture Level: 2% 
"
2026-06-24 10:07:01,"Soil Moisture Level: 0% 
"
2026-06-24 10:07:02,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:03,"Soil Moisture Level: 2% 
"
2026-06-24 10:07:04,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:05,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:06,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:07,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:08,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:09,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:10,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:11,"Soil Moisture Level: 2% 
"
2026-06-24 10:07:12,"Soil Moisture Level: 2% 
"
2026-06-24 10:07:13,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:14,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:15,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:16,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:17,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:18,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:19,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:20,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:21,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:22,"Soil Moisture Level: 2% 
"
2026-06-24 10:07:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:25,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:27,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:28,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:29,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:30,"Soil Moisture Level: 2% 
"
2026-06-24 10:07:31,"Soil Moisture Level: 2% 
"
2026-06-24 10:07:32,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:33,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:34,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:35,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:36,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:37,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:38,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:39,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:40,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:41,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:42,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:43,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:44,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:46,"Soil Moisture Level: 2% 
"
2026-06-24 10:07:47,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:48,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:49,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:50,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:51,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:52,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:54,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:55,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:56,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:57,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:58,"Soil Moisture Level: 1% 
"
2026-06-24 10:07:59,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:00,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:01,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:02,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:03,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:04,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:05,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:06,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:07,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:08,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:09,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:10,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:11,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:12,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:13,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:14,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:15,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:16,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:17,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:18,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:19,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:21,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:22,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:23,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:25,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:26,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:27,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:28,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:29,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:30,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:31,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:32,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:33,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:34,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:35,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:36,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:37,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:38,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:39,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:40,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:41,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:42,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:43,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:44,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:46,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:47,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:49,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:50,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:51,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:52,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:53,"Soil Moisture Level: 0% 
"
2026-06-24 10:08:54,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:55,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:56,"Soil Moisture Level: 2% 
"
2026-06-24 10:08:57,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:58,"Soil Moisture Level: 1% 
"
2026-06-24 10:08:59,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:00,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:01,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:02,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:03,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:04,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:05,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:06,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:07,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:08,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:09,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:10,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:11,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:12,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:13,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:14,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:15,"Soil Moisture Level: 0% 
"
2026-06-24 10:09:16,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:17,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:19,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:20,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:21,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:22,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:23,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:25,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:26,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:27,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:28,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:29,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:30,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:31,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:32,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:33,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:34,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:35,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:36,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:37,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:38,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:39,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:40,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:41,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:42,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:43,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:47,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:48,"Soil Moisture Level: 0% 
"
2026-06-24 10:09:49,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:50,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:51,"Soil Moisture Level: 0% 
"
2026-06-24 10:09:52,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:53,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:54,"Soil Moisture Level: 2% 
"
2026-06-24 10:09:55,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:56,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:57,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:58,"Soil Moisture Level: 1% 
"
2026-06-24 10:09:59,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:00,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:01,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:02,"Soil Moisture Level: 2% 
"
2026-06-24 10:10:03,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:04,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:05,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:06,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:07,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:08,"Soil Moisture Level: 2% 
"
2026-06-24 10:10:09,"Soil Moisture Level: 2% 
"
2026-06-24 10:10:10,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:11,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:12,"Soil Moisture Level: 2% 
"
2026-06-24 10:10:14,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:15,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:16,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:17,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:18,"Soil Moisture Level: 2% 
"
2026-06-24 10:10:19,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:20,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:21,"Soil Moisture Level: 2% 
"
2026-06-24 10:10:22,"Soil Moisture Level: 0% 
"
2026-06-24 10:10:23,"Soil Moisture Level: 0% 
"
2026-06-24 10:10:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:25,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:26,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:27,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:28,"Soil Moisture Level: 2% 
"
2026-06-24 10:10:29,"Soil Moisture Level: 2% 
"
2026-06-24 10:10:30,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:31,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:32,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:33,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:34,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:35,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:36,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:37,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:38,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:39,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:41,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:42,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:43,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:44,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:46,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:47,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:48,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:49,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:50,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:51,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:52,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:53,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:54,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:55,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:56,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:57,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:58,"Soil Moisture Level: 1% 
"
2026-06-24 10:10:59,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:00,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:01,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:02,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:03,"Soil Moisture Level: 0% 
"
2026-06-24 10:11:04,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:05,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:06,"Soil Moisture Level: 0% 
"
2026-06-24 10:11:07,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:08,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:10,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:11,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:12,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:13,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:14,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:15,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:16,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:17,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:18,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:19,"Soil Moisture Level: 0% 
"
2026-06-24 10:11:20,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:21,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:22,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:23,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:24,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:25,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:26,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:27,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:28,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:29,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:30,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:31,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:32,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:33,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:34,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:35,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:36,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:37,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:38,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:40,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:41,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:42,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:43,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:44,"Soil Moisture Level: 0% 
"
2026-06-24 10:11:45,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:46,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:47,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:48,"Soil Moisture Level: 0% 
"
2026-06-24 10:11:49,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:50,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:51,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:52,"Soil Moisture Level: 2% 
"
2026-06-24 10:11:53,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:54,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:55,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:56,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:57,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:58,"Soil Moisture Level: 1% 
"
2026-06-24 10:11:59,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:00,"Soil Moisture Level: 2% 
"
2026-06-24 10:12:01,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:02,"Soil Moisture Level: 1% 
"
2026-06-24 10:12:03,"Soil Moisture Level: 1% 
"
